game_id,date,player_id,name,ab,h,running_total_ab,running_total_h
1812,1998-08-14,3002,"Chad Curtis",4,2,203,58
1812,1998-08-14,14474,"Bernie F Williams",5,0,337,109
1812,1998-08-14,8493,"Tino Martinez",5,3,467,151
1812,1998-08-14,1589,"Scott Brosius",5,2,447,128
1812,1998-08-14,10084,"Paul O'Neill",4,1,493,161
1812,1998-08-14,6625,"Derek Jeter",5,2,518,169
1812,1998-08-14,7290,"Chuck Knoblauch",4,3,381,120
1812,1998-08-14,13043,"Darryl Strawberry",6,2,394,104
1812,1998-08-14,10834,"Jorge Posada",6,5,432,139
1827,1998-08-15,11038,"Tim Raines Sr",3,1,245,75
1827,1998-08-15,6625,"Derek Jeter",4,1,522,170
1827,1998-08-15,7290,"Chuck Knoblauch",5,2,386,122
1827,1998-08-15,13043,"Darryl Strawberry",5,2,399,106
1827,1998-08-15,10834,"Jorge Posada",5,1,437,140
1827,1998-08-15,3002,"Chad Curtis",0,0,203,58
1827,1998-08-15,14474,"Bernie F Williams",5,4,342,113
1827,1998-08-15,8493,"Tino Martinez",3,0,470,151
1827,1998-08-15,1589,"Scott Brosius",4,3,451,131
1827,1998-08-15,10084,"Paul O'Neill",4,1,497,162
1842,1998-08-16,8493,"Tino Martinez",4,1,474,152
1842,1998-08-16,1589,"Scott Brosius",4,0,455,131
1842,1998-08-16,10084,"Paul O'Neill",3,1,500,163
1842,1998-08-16,6625,"Derek Jeter",5,0,527,170
1842,1998-08-16,7290,"Chuck Knoblauch",5,1,391,123
1842,1998-08-16,13043,"Darryl Strawberry",3,1,402,107
1842,1998-08-16,10834,"Jorge Posada",3,1,440,141
1842,1998-08-16,3002,"Chad Curtis",3,0,206,58
1842,1998-08-16,14474,"Bernie F Williams",3,2,345,115
1859,1998-08-17,10084,"Paul O'Neill",5,2,509,166
1859,1998-08-17,7290,"Chuck Knoblauch",4,0,401,125
1859,1998-08-17,4895,"Joe Girardi",4,1,61,16
1859,1998-08-17,13043,"Darryl Strawberry",5,3,412,113
1859,1998-08-17,3002,"Chad Curtis",3,1,209,59
1859,1998-08-17,1817,"Homer Bush",5,3,154,38
1859,1998-08-17,8493,"Tino Martinez",4,2,482,156
1859,1998-08-17,11038,"Tim Raines Sr",4,2,254,78
1859,1998-08-17,1589,"Scott Brosius",6,3,465,137
1868,1998-08-18,3002,"Chad Curtis",6,1,215,60
1868,1998-08-18,1817,"Homer Bush",6,2,160,40
1868,1998-08-18,8493,"Tino Martinez",5,2,487,158
1868,1998-08-18,11038,"Tim Raines Sr",3,2,257,80
1868,1998-08-18,1589,"Scott Brosius",6,2,471,139
1868,1998-08-18,6625,"Derek Jeter",5,3,538,176
1868,1998-08-18,10084,"Paul O'Neill",6,3,515,169
1868,1998-08-18,4895,"Joe Girardi",4,2,65,18
1868,1998-08-18,13043,"Darryl Strawberry",4,1,416,114
1882,1998-08-19,13043,"Darryl Strawberry",4,1,420,115
1882,1998-08-19,3002,"Chad Curtis",4,1,219,61
1882,1998-08-19,1817,"Homer Bush",4,2,164,42
1882,1998-08-19,10834,"Jorge Posada",4,1,448,145
1882,1998-08-19,8493,"Tino Martinez",4,1,491,159
1882,1998-08-19,14474,"Bernie F Williams",5,2,355,118
1882,1998-08-19,1589,"Scott Brosius",5,2,476,141
1882,1998-08-19,7290,"Chuck Knoblauch",3,0,404,125
1882,1998-08-19,10084,"Paul O'Neill",4,0,519,169
1897,1998-08-20,14474,"Bernie F Williams",4,2,359,120
1897,1998-08-20,7290,"Chuck Knoblauch",4,1,408,126
1897,1998-08-20,10084,"Paul O'Neill",5,3,524,172
1897,1998-08-20,11038,"Tim Raines Sr",4,1,261,81
1897,1998-08-20,13043,"Darryl Strawberry",4,0,424,115
1897,1998-08-20,6625,"Derek Jeter",5,1,543,177
1897,1998-08-20,3002,"Chad Curtis",1,0,220,61
1897,1998-08-20,1817,"Homer Bush",4,1,168,43
1897,1998-08-20,10834,"Jorge Posada",4,2,452,147
1897,1998-08-20,8493,"Tino Martinez",4,2,495,161
1916,1998-08-21,1589,"Scott Brosius",4,2,480,143
1916,1998-08-21,6625,"Derek Jeter",3,0,546,177
1916,1998-08-21,3002,"Chad Curtis",2,0,222,61
1916,1998-08-21,10834,"Jorge Posada",4,2,456,149
1916,1998-08-21,8493,"Tino Martinez",2,2,497,163
1916,1998-08-21,14474,"Bernie F Williams",4,1,363,121
1916,1998-08-21,7290,"Chuck Knoblauch",4,0,412,126
1916,1998-08-21,10084,"Paul O'Neill",4,0,528,172
1916,1998-08-21,11038,"Tim Raines Sr",1,0,262,81
1916,1998-08-21,13043,"Darryl Strawberry",4,0,428,115
1931,1998-08-22,11038,"Tim Raines Sr",2,0,264,81
1931,1998-08-22,13043,"Darryl Strawberry",3,0,431,115
1931,1998-08-22,1589,"Scott Brosius",6,3,486,146
1931,1998-08-22,6625,"Derek Jeter",5,2,551,179
1931,1998-08-22,10834,"Jorge Posada",6,1,462,150
1931,1998-08-22,3002,"Chad Curtis",0,0,222,61
1931,1998-08-22,8493,"Tino Martinez",1,0,498,163
1931,1998-08-22,14474,"Bernie F Williams",5,3,368,124
1931,1998-08-22,7290,"Chuck Knoblauch",5,2,417,128
1931,1998-08-22,10084,"Paul O'Neill",6,2,534,174
1946,1998-08-23,8493,"Tino Martinez",4,2,502,165
1946,1998-08-23,14474,"Bernie F Williams",5,3,373,127
1946,1998-08-23,1817,"Homer Bush",3,1,171,44
1946,1998-08-23,7290,"Chuck Knoblauch",2,0,419,128
1946,1998-08-23,10084,"Paul O'Neill",6,2,540,176
1946,1998-08-23,13191,"Dale Sveum",1,0,7,0
1946,1998-08-23,13043,"Darryl Strawberry",5,1,436,116
1946,1998-08-23,1589,"Scott Brosius",2,1,488,147
1946,1998-08-23,6625,"Derek Jeter",5,4,556,183
1946,1998-08-23,12691,"Luis Sojo",2,1,21,4
1946,1998-08-23,10834,"Jorge Posada",6,3,468,153
1946,1998-08-23,3002,"Chad Curtis",4,1,226,62
1967,1998-08-25,13043,"Darryl Strawberry",3,0,439,116
1967,1998-08-25,1589,"Scott Brosius",4,3,492,150
1967,1998-08-25,6625,"Derek Jeter",3,1,559,184
1967,1998-08-25,10834,"Jorge Posada",3,1,471,154
1967,1998-08-25,3002,"Chad Curtis",0,0,226,62
1967,1998-08-25,8493,"Tino Martinez",4,0,506,165
1967,1998-08-25,7290,"Chuck Knoblauch",3,0,422,128
1967,1998-08-25,11038,"Tim Raines Sr",3,0,267,81
1967,1998-08-25,10084,"Paul O'Neill",5,3,545,179
1967,1998-08-25,14474,"Bernie F Williams",4,1,377,128
1982,1998-08-26,10084,"Paul O'Neill",3,1,548,180
1982,1998-08-26,14474,"Bernie F Williams",5,2,382,130
1982,1998-08-26,13043,"Darryl Strawberry",5,2,444,118
1982,1998-08-26,1589,"Scott Brosius",4,3,496,153
1982,1998-08-26,6625,"Derek Jeter",5,2,564,186
1982,1998-08-26,10834,"Jorge Posada",5,1,476,155
1982,1998-08-26,3002,"Chad Curtis",3,1,229,63
1982,1998-08-26,8493,"Tino Martinez",5,2,511,167
1982,1998-08-26,7290,"Chuck Knoblauch",4,1,426,129
1997,1998-08-27,10834,"Jorge Posada",4,1,480,156
1997,1998-08-27,3002,"Chad Curtis",1,0,230,63
1997,1998-08-27,11038,"Tim Raines Sr",3,0,270,81
1997,1998-08-27,8493,"Tino Martinez",3,3,514,170
1997,1998-08-27,12691,"Luis Sojo",0,0,21,4
1997,1998-08-27,7290,"Chuck Knoblauch",4,0,430,129
1997,1998-08-27,10084,"Paul O'Neill",3,1,551,181
1997,1998-08-27,14474,"Bernie F Williams",4,0,386,130
1997,1998-08-27,1817,"Homer Bush",0,0,171,44
1997,1998-08-27,13043,"Darryl Strawberry",4,0,448,118
1997,1998-08-27,1589,"Scott Brosius",3,1,499,154
1997,1998-08-27,6625,"Derek Jeter",4,0,568,186
2011,1998-08-28,4895,"Joe Girardi",0,0,65,18
2011,1998-08-28,13043,"Darryl Strawberry",5,1,453,119
2011,1998-08-28,1589,"Scott Brosius",3,0,502,154
2011,1998-08-28,6625,"Derek Jeter",5,0,573,186
2011,1998-08-28,10834,"Jorge Posada",4,1,484,157
2011,1998-08-28,3002,"Chad Curtis",3,0,233,63
2011,1998-08-28,11038,"Tim Raines Sr",2,1,272,82
2011,1998-08-28,8493,"Tino Martinez",5,1,519,171
2011,1998-08-28,7290,"Chuck Knoblauch",6,2,436,131
2011,1998-08-28,10084,"Paul O'Neill",5,1,556,182
2011,1998-08-28,14474,"Bernie F Williams",4,2,390,132
2011,1998-08-28,1817,"Homer Bush",0,0,171,44
2026,1998-08-29,7290,"Chuck Knoblauch",5,3,441,134
2026,1998-08-29,10084,"Paul O'Neill",4,2,560,184
2026,1998-08-29,14474,"Bernie F Williams",4,2,394,134
2026,1998-08-29,4895,"Joe Girardi",4,0,69,18
2026,1998-08-29,13043,"Darryl Strawberry",3,2,456,121
2026,1998-08-29,1589,"Scott Brosius",4,2,506,156
2026,1998-08-29,6625,"Derek Jeter",4,1,577,187
2026,1998-08-29,11038,"Tim Raines Sr",4,1,276,83
2026,1998-08-29,8493,"Tino Martinez",4,2,523,173
2041,1998-08-30,1589,"Scott Brosius",4,0,510,156
2041,1998-08-30,6625,"Derek Jeter",4,4,581,191
2041,1998-08-30,11038,"Tim Raines Sr",1,0,277,83
2041,1998-08-30,8493,"Tino Martinez",2,0,525,173
2041,1998-08-30,7290,"Chuck Knoblauch",4,0,445,134
2041,1998-08-30,10084,"Paul O'Neill",4,2,564,186
2041,1998-08-30,14474,"Bernie F Williams",4,1,398,135
2041,1998-08-30,10834,"Jorge Posada",4,0,488,157
2041,1998-08-30,3002,"Chad Curtis",3,0,236,63
2041,1998-08-30,13043,"Darryl Strawberry",3,1,459,122
2067,1998-09-01,10834,"Jorge Posada",4,2,492,159
2067,1998-09-01,3002,"Chad Curtis",1,0,237,63
2067,1998-09-01,12755,"Shane Spencer",3,2,191,35
2067,1998-09-01,13043,"Darryl Strawberry",2,0,461,122
2067,1998-09-01,1589,"Scott Brosius",4,1,514,157
2067,1998-09-01,6625,"Derek Jeter",3,0,584,191
2067,1998-09-01,8493,"Tino Martinez",4,2,529,175
2067,1998-09-01,7290,"Chuck Knoblauch",2,0,447,134
2067,1998-09-01,10084,"Paul O'Neill",5,1,569,187
2067,1998-09-01,14474,"Bernie F Williams",4,2,402,137
2082,1998-09-02,8493,"Tino Martinez",3,1,532,176
2082,1998-09-02,7290,"Chuck Knoblauch",3,1,450,135
2082,1998-09-02,10084,"Paul O'Neill",3,1,572,188
2082,1998-09-02,14474,"Bernie F Williams",1,0,403,137
2082,1998-09-02,10834,"Jorge Posada",3,1,495,160
2082,1998-09-02,3002,"Chad Curtis",4,0,241,63
2082,1998-09-02,13043,"Darryl Strawberry",4,0,465,122
2082,1998-09-02,1589,"Scott Brosius",3,0,517,157
2082,1998-09-02,6625,"Derek Jeter",5,2,589,193
2101,1998-09-04,13043,"Darryl Strawberry",2,1,467,123
2101,1998-09-04,1589,"Scott Brosius",4,1,521,158
2101,1998-09-04,6625,"Derek Jeter",4,2,593,195
2101,1998-09-04,8493,"Tino Martinez",3,0,535,176
2101,1998-09-04,11038,"Tim Raines Sr",3,1,280,84
2101,1998-09-04,7290,"Chuck Knoblauch",4,0,454,135
2101,1998-09-04,10084,"Paul O'Neill",4,0,576,188
2101,1998-09-04,14474,"Bernie F Williams",3,1,406,138
2101,1998-09-04,10834,"Jorge Posada",4,1,499,161
2101,1998-09-04,3002,"Chad Curtis",1,0,242,63
2116,1998-09-05,10084,"Paul O'Neill",4,2,580,190
2116,1998-09-05,11038,"Tim Raines Sr",3,2,283,86
2116,1998-09-05,10834,"Jorge Posada",5,1,504,162
2116,1998-09-05,3002,"Chad Curtis",4,0,246,63
2116,1998-09-05,13043,"Darryl Strawberry",3,1,470,124
2116,1998-09-05,1589,"Scott Brosius",5,1,526,159
2116,1998-09-05,6625,"Derek Jeter",5,0,598,195
2116,1998-09-05,8493,"Tino Martinez",4,1,539,177
2116,1998-09-05,7290,"Chuck Knoblauch",5,3,459,138
2131,1998-09-06,8493,"Tino Martinez",5,3,544,180
2131,1998-09-06,7290,"Chuck Knoblauch",4,1,463,139
2131,1998-09-06,10084,"Paul O'Neill",5,2,585,192
2131,1998-09-06,11038,"Tim Raines Sr",3,0,286,86
2131,1998-09-06,12755,"Shane Spencer",0,0,191,35
2131,1998-09-06,10834,"Jorge Posada",4,2,508,164
2131,1998-09-06,3002,"Chad Curtis",4,2,250,65
2131,1998-09-06,13043,"Darryl Strawberry",3,0,473,124
2131,1998-09-06,1589,"Scott Brosius",5,0,531,159
2131,1998-09-06,6625,"Derek Jeter",5,2,603,197
2145,1998-09-07,10834,"Jorge Posada",5,0,513,164
2145,1998-09-07,3002,"Chad Curtis",5,1,255,66
2145,1998-09-07,13043,"Darryl Strawberry",4,2,477,126
2145,1998-09-07,1589,"Scott Brosius",5,3,536,162
2145,1998-09-07,6625,"Derek Jeter",4,1,607,198
2145,1998-09-07,8493,"Tino Martinez",5,1,549,181
2145,1998-09-07,7290,"Chuck Knoblauch",3,1,466,140
2145,1998-09-07,10084,"Paul O'Neill",4,1,589,193
2145,1998-09-07,12755,"Shane Spencer",4,3,195,38
2157,1998-09-08,7290,"Chuck Knoblauch",4,0,470,140
2157,1998-09-08,10084,"Paul O'Neill",5,4,594,197
2157,1998-09-08,12755,"Shane Spencer",5,2,200,40
2157,1998-09-08,10834,"Jorge Posada",6,5,519,169
2157,1998-09-08,3002,"Chad Curtis",3,1,258,67
2157,1998-09-08,13043,"Darryl Strawberry",3,2,480,128
2157,1998-09-08,1589,"Scott Brosius",5,1,541,163
2157,1998-09-08,6625,"Derek Jeter",6,2,613,200
2157,1998-09-08,8493,"Tino Martinez",5,1,554,182
2171,1998-09-09,1589,"Scott Brosius",4,2,545,165
2171,1998-09-09,6625,"Derek Jeter",5,3,618,203
2171,1998-09-09,8493,"Tino Martinez",4,0,558,182
2171,1998-09-09,7290,"Chuck Knoblauch",5,0,475,140
2171,1998-09-09,10084,"Paul O'Neill",5,1,599,198
2171,1998-09-09,12755,"Shane Spencer",3,1,203,41
2171,1998-09-09,10834,"Jorge Posada",4,2,523,171
2171,1998-09-09,3002,"Chad Curtis",3,3,261,70
2171,1998-09-09,13043,"Darryl Strawberry",4,1,484,129
2186,1998-09-10,12755,"Shane Spencer",2,0,205,41
2186,1998-09-10,3002,"Chad Curtis",3,0,264,70
2186,1998-09-10,13043,"Darryl Strawberry",4,1,488,130
2186,1998-09-10,1589,"Scott Brosius",4,0,549,165
2186,1998-09-10,6625,"Derek Jeter",4,0,622,203
2186,1998-09-10,8493,"Tino Martinez",4,1,562,183
2186,1998-09-10,7290,"Chuck Knoblauch",3,2,478,142
2186,1998-09-10,4895,"Joe Girardi",3,0,72,18
2186,1998-09-10,10084,"Paul O'Neill",4,2,603,200
2196,1998-09-11,8493,"Tino Martinez",3,0,565,183
2196,1998-09-11,10834,"Jorge Posada",3,0,526,171
2196,1998-09-11,7290,"Chuck Knoblauch",4,2,482,144
2196,1998-09-11,10084,"Paul O'Neill",4,1,607,201
2196,1998-09-11,12755,"Shane Spencer",3,0,208,41
2196,1998-09-11,3002,"Chad Curtis",4,1,268,71
2196,1998-09-11,13043,"Darryl Strawberry",3,1,491,131
2196,1998-09-11,1589,"Scott Brosius",4,1,553,166
2196,1998-09-11,6625,"Derek Jeter",4,1,626,204
2211,1998-09-12,13043,"Darryl Strawberry",4,1,495,132
2211,1998-09-12,1589,"Scott Brosius",4,1,557,167
2211,1998-09-12,6625,"Derek Jeter",4,0,630,204
2211,1998-09-12,8493,"Tino Martinez",4,2,569,185
2211,1998-09-12,10834,"Jorge Posada",4,2,530,173
2211,1998-09-12,7290,"Chuck Knoblauch",3,0,485,144
2211,1998-09-12,10084,"Paul O'Neill",4,0,611,201
2211,1998-09-12,12755,"Shane Spencer",3,1,211,42
2211,1998-09-12,3002,"Chad Curtis",3,0,271,71
2226,1998-09-13,10084,"Paul O'Neill",5,2,616,203
2226,1998-09-13,12755,"Shane Spencer",3,1,214,43
2226,1998-09-13,3002,"Chad Curtis",4,1,275,72
2226,1998-09-13,13043,"Darryl Strawberry",2,0,497,132
2226,1998-09-13,1589,"Scott Brosius",4,1,561,168
2226,1998-09-13,6625,"Derek Jeter",3,1,633,205
2226,1998-09-13,8493,"Tino Martinez",4,1,573,186
2226,1998-09-13,10834,"Jorge Posada",4,1,534,174
2226,1998-09-13,7290,"Chuck Knoblauch",5,2,490,146
2240,1998-09-14,8493,"Tino Martinez",3,1,576,187
2240,1998-09-14,10834,"Jorge Posada",4,1,538,175
2240,1998-09-14,7290,"Chuck Knoblauch",4,2,494,148
2240,1998-09-14,10084,"Paul O'Neill",4,2,620,205
2240,1998-09-14,12755,"Shane Spencer",3,0,217,43
2240,1998-09-14,3002,"Chad Curtis",3,0,278,72
2240,1998-09-14,13043,"Darryl Strawberry",4,1,501,133
2240,1998-09-14,1589,"Scott Brosius",2,0,563,168
2240,1998-09-14,6625,"Derek Jeter",4,1,637,206
2255,1998-09-15,3002,"Chad Curtis",3,2,281,74
2255,1998-09-15,13043,"Darryl Strawberry",4,0,505,133
2255,1998-09-15,1817,"Homer Bush",4,1,175,45
2255,1998-09-15,1589,"Scott Brosius",4,1,567,169
2255,1998-09-15,8493,"Tino Martinez",3,0,579,187
2255,1998-09-15,10834,"Jorge Posada",4,2,542,177
2255,1998-09-15,7290,"Chuck Knoblauch",4,3,498,151
2255,1998-09-15,12755,"Shane Spencer",5,1,222,44
2255,1998-09-15,7696,"Ricky Ledee",4,3,30,9
2270,1998-09-16,4895,"Joe Girardi",6,2,78,20
2270,1998-09-16,6625,"Derek Jeter",4,1,641,207
2270,1998-09-16,12755,"Shane Spencer",1,1,223,45
2270,1998-09-16,7696,"Ricky Ledee",5,2,35,11
2270,1998-09-16,3002,"Chad Curtis",5,4,286,78
2270,1998-09-16,13043,"Darryl Strawberry",6,1,511,134
2270,1998-09-16,12691,"Luis Sojo",0,0,21,4
2270,1998-09-16,1817,"Homer Bush",5,1,180,46
2270,1998-09-16,1589,"Scott Brosius",5,4,572,173
2270,1998-09-16,10084,"Paul O'Neill",6,2,626,207
2270,1998-09-16,8493,"Tino Martinez",6,0,585,187
2285,1998-09-17,1817,"Homer Bush",4,2,184,48
2285,1998-09-17,10834,"Jorge Posada",4,2,546,179
2285,1998-09-17,7290,"Chuck Knoblauch",0,0,498,151
2285,1998-09-17,10084,"Paul O'Neill",5,1,631,208
2285,1998-09-17,8493,"Tino Martinez",5,2,590,189
2285,1998-09-17,6625,"Derek Jeter",4,0,645,207
2285,1998-09-17,12755,"Shane Spencer",5,1,228,46
2285,1998-09-17,7696,"Ricky Ledee",4,1,39,12
2285,1998-09-17,13043,"Darryl Strawberry",3,1,514,135
2285,1998-09-17,12691,"Luis Sojo",4,1,25,5
2294,1998-09-18,1589,"Scott Brosius",4,1,576,174
2294,1998-09-18,6625,"Derek Jeter",3,1,648,208
2294,1998-09-18,12755,"Shane Spencer",4,2,232,48
2294,1998-09-18,13043,"Darryl Strawberry",4,1,518,136
2294,1998-09-18,10834,"Jorge Posada",4,1,550,180
2294,1998-09-18,7290,"Chuck Knoblauch",5,0,503,151
2294,1998-09-18,10084,"Paul O'Neill",4,2,635,210
2294,1998-09-18,8493,"Tino Martinez",4,2,594,191
2294,1998-09-18,3002,"Chad Curtis",4,1,290,79
2309,1998-09-19,8493,"Tino Martinez",3,0,597,191
2309,1998-09-19,14474,"Bernie F Williams",3,0,409,138
2309,1998-09-19,3002,"Chad Curtis",4,2,294,81
2309,1998-09-19,1589,"Scott Brosius",4,2,580,176
2309,1998-09-19,6625,"Derek Jeter",4,1,652,209
2309,1998-09-19,13043,"Darryl Strawberry",4,2,522,138
2309,1998-09-19,10834,"Jorge Posada",4,0,554,180
2309,1998-09-19,7290,"Chuck Knoblauch",3,1,506,152
2309,1998-09-19,10084,"Paul O'Neill",3,0,638,210
2324,1998-09-20,13043,"Darryl Strawberry",3,0,525,138
2324,1998-09-20,10834,"Jorge Posada",4,2,558,182
2324,1998-09-20,7290,"Chuck Knoblauch",3,0,509,152
2324,1998-09-20,10084,"Paul O'Neill",4,2,642,212
2324,1998-09-20,12691,"Luis Sojo",3,0,28,5
2324,1998-09-20,8493,"Tino Martinez",4,0,601,191
2324,1998-09-20,14474,"Bernie F Williams",4,2,413,140
2324,1998-09-20,3002,"Chad Curtis",3,1,297,82
2324,1998-09-20,1589,"Scott Brosius",4,0,584,176
2324,1998-09-20,6625,"Derek Jeter",1,1,653,210
2348,1998-09-22,1589,"Scott Brosius",4,1,588,177
2348,1998-09-22,1817,"Homer Bush",5,1,189,49
2348,1998-09-22,13043,"Darryl Strawberry",3,2,528,140
2348,1998-09-22,10834,"Jorge Posada",4,2,562,184
2348,1998-09-22,7290,"Chuck Knoblauch",3,1,512,153
2348,1998-09-22,10084,"Paul O'Neill",5,2,647,214
2348,1998-09-22,8493,"Tino Martinez",4,0,605,191
2348,1998-09-22,14474,"Bernie F Williams",5,1,418,141
2348,1998-09-22,3002,"Chad Curtis",3,1,300,83
2363,1998-09-23,10084,"Paul O'Neill",4,0,651,214
2363,1998-09-23,8493,"Tino Martinez",3,0,608,191
2363,1998-09-23,14474,"Bernie F Williams",4,1,422,142
2363,1998-09-23,3002,"Chad Curtis",3,0,303,83
2363,1998-09-23,1589,"Scott Brosius",2,0,590,177
2363,1998-09-23,1817,"Homer Bush",4,0,193,49
2363,1998-09-23,13043,"Darryl Strawberry",3,1,531,141
2363,1998-09-23,10834,"Jorge Posada",2,1,564,185
2363,1998-09-23,7290,"Chuck Knoblauch",3,0,515,153
2378,1998-09-24,13043,"Darryl Strawberry",2,0,533,141
2378,1998-09-24,1817,"Homer Bush",4,0,197,49
2378,1998-09-24,10834,"Jorge Posada",2,0,566,185
2378,1998-09-24,7290,"Chuck Knoblauch",2,0,517,153
2378,1998-09-24,10084,"Paul O'Neill",4,1,655,215
2378,1998-09-24,8493,"Tino Martinez",4,1,612,192
2378,1998-09-24,14474,"Bernie F Williams",2,1,424,143
2378,1998-09-24,3002,"Chad Curtis",4,0,307,83
2378,1998-09-24,1589,"Scott Brosius",3,0,593,177
2387,1998-09-25,3002,"Chad Curtis",2,0,309,83
2387,1998-09-25,1589,"Scott Brosius",4,1,597,178
2387,1998-09-25,12755,"Shane Spencer",1,1,233,49
2387,1998-09-25,13043,"Darryl Strawberry",4,2,537,143
2387,1998-09-25,1817,"Homer Bush",3,1,200,50
2387,1998-09-25,10834,"Jorge Posada",5,2,571,187
2387,1998-09-25,7290,"Chuck Knoblauch",4,1,521,154
2387,1998-09-25,10084,"Paul O'Neill",6,3,661,218
2387,1998-09-25,8493,"Tino Martinez",5,2,617,194
2387,1998-09-25,14474,"Bernie F Williams",4,3,428,146
2402,1998-09-26,7290,"Chuck Knoblauch",2,0,523,154
2402,1998-09-26,10084,"Paul O'Neill",3,1,664,219
2402,1998-09-26,8493,"Tino Martinez",3,1,620,195
2402,1998-09-26,14474,"Bernie F Williams",4,2,432,148
2402,1998-09-26,3002,"Chad Curtis",3,0,312,83
2402,1998-09-26,4895,"Joe Girardi",3,2,81,22
2402,1998-09-26,1589,"Scott Brosius",3,1,600,179
2402,1998-09-26,13043,"Darryl Strawberry",4,0,541,143
2402,1998-09-26,1817,"Homer Bush",4,2,204,52
2417,1998-09-27,10834,"Jorge Posada",3,1,574,188
2417,1998-09-27,1589,"Scott Brosius",4,1,604,180
2417,1998-09-27,13043,"Darryl Strawberry",4,2,545,145
2417,1998-09-27,1817,"Homer Bush",4,0,208,52
2417,1998-09-27,7290,"Chuck Knoblauch",3,1,526,155
2417,1998-09-27,10084,"Paul O'Neill",5,3,669,222
2417,1998-09-27,8493,"Tino Martinez",4,1,624,196
2417,1998-09-27,14474,"Bernie F Williams",5,2,437,150
2417,1998-09-27,12691,"Luis Sojo",0,0,28,5
2417,1998-09-27,3002,"Chad Curtis",3,2,315,85
2417,1998-09-27,12755,"Shane Spencer",0,0,233,49
